chart,difficulty,difficulty_level,song_title_eng,song_title_jpn,cluster,total_notes,bpm,duration_seconds,pca_x,pca_y
580_easy.svg,easy,7,,三日月ステップ,16,186,167.0,122.0,-1.9736833583083029,1.5892184281199784
121_easy.svg,easy,7,Romeo & Cinderella,ロミオとシンデレラ,16,188,170.0,114.0,-1.9471205528605318,1.7350407521089617
97_easy.svg,easy,7,Awaiting Clear Skies,霽れを待つ,16,192,168.0,114.0,-1.9983396204213029,1.6544318602768853
125_easy.svg,easy,7,Bocca della Verità,ボッカデラベリタ,16,196,170.0,117.0,-1.871877523680311,1.6997015361423495
141_easy.svg,easy,7,Gunjo Sanka,群青讃歌,16,199,168.0,99.0,-1.880542392744144,1.59341218571261
401_easy.svg,easy,7,manimani,まにまに,16,211,174.0,113.0,-1.7572756974999195,1.8560279795948194
63_easy.svg,easy,7,needLe,needLe,16,216,190.0,114.0,-1.450106987541808,2.5585581572975333
422_easy.svg,easy,7,JUMPIN' OVER !,JUMPIN’ OVER !,16,217,170.0,109.0,-1.9022923946620787,1.7146848643948065
277_easy.svg,easy,7,phony,フォニイ,16,220,170.0,144.0,-1.7577971996394914,1.645078218635986
538_easy.svg,easy,7,,オールセーブチャレンジ,16,222,171.0,96.0,-1.7173261021051123,1.6715857696334038
138_easy.svg,easy,7,KING,KING,16,222,166.0,135.0,-1.8127118422953776,1.454661448413564
287_easy.svg,easy,7,We are,私は、私達は,16,233,170.0,108.0,-1.7019552117371348,1.6150369670368412
559_easy.svg,easy,7,,おどりゃんせ,16,245,172.0,131.0,-1.6873085375723005,1.7169108196110876
286_easy.svg,easy,7,"Hello, Worker","Hello, Worker",16,245,168.0,102.0,-1.7604184532422342,1.5351871540627187
652_easy.svg,easy,7,,カレシのジュード,16,260,165.0,135.0,-1.7734672278080696,1.388684915317393
509_easy.svg,easy,7,,ライアーダンサー,16,260,170.0,123.0,-1.819718280701733,1.6780259169099145
185_easy.svg,easy,7,Sick of House!,しっくおぶはうす！,16,262,170.0,141.0,-1.7628092253505974,1.6514342822514358
116_easy.svg,easy,7,IDSMILE,アイディスマイル,16,263,171.0,135.0,-1.6058374682219008,1.6232764052579336
129_easy.svg,easy,7,Bitter Choco Decoration,ビターチョコデコレーション,16,263,174.0,128.0,-1.5782828139482077,1.773236315943726
227_easy.svg,easy,7,ONESELF,ONESELF,16,264,165.0,129.0,-1.767625628782821,1.3806696533242007
530_easy.svg,easy,7,Cat Food,キャットフード,16,274,174.0,122.0,-1.6641795724606383,1.8132082053094125
233_easy.svg,easy,7,Cosmospice,コスモスパイス,16,276,165.0,129.0,-1.8257821576419087,1.4154551828539947
515_easy.svg,easy,7,Medicine,イガク,16,284,170.0,120.0,-1.7169551019351306,1.629750266900633
47_easy.svg,easy,7,Melt,メルト,16,286,170.0,182.0,-1.7431970629380833,1.6445745381877976
179_easy.svg,easy,7,Roshin Yuukai (meltdown),炉心融解,16,288,165.0,123.0,-1.8939417459054741,1.4504697862841607
518_easy.svg,easy,7,Star of Heaven,みかぼし,16,303,188.0,131.0,-1.426014478485487,2.442396710230061
146_easy.svg,easy,7,Remote Control,リモコン,16,304,165.0,133.0,-1.6116611196143364,1.3072088121506085
402_easy.svg,easy,7,Envy Baby,エンヴィーベイビー,16,307,171.0,137.0,-1.4580201190998006,1.5521402402344477
198_easy.svg,easy,7,Goodbye Declaration,グッバイ宣言,16,310,170.0,126.0,-1.6410273183472224,1.5958527943384133
544_easy.svg,easy,7,mousou aspartame,妄想アスパルテーム,16,312,170.0,119.0,-1.5714000306065141,1.5613346231225944
645_easy.svg,easy,7,,深海シティアンダーグラウンド,16,312,170.0,129.0,-1.6828408358378992,1.6089037975004683
462_easy.svg,easy,7,Red Land Marker,レッドランドマーカー,16,318,174.0,127.0,-1.548366072372641,1.7619962470296866
337_easy.svg,easy,7,METEOR,METEOR,16,321,170.0,139.0,-1.6733038302699155,1.6106547586191622
302_easy.svg,easy,7,Hurray,フレー,16,321,168.0,138.0,-1.6167752755769207,1.4743642507084485
243_easy.svg,easy,7,Calc.,Calc.,16,325,173.0,144.0,-1.583415943390663,1.7282387459310191
567_easy.svg,easy,7,,結ンデ開イテ羅刹ト骸,16,330,169.33,130.0,-1.6368523030239377,1.538559265429369
308_easy.svg,easy,7,The peachy key,ももいろの鍵,16,359,165.0,132.0,-1.5329414437566313,1.2789160445242607
512_easy.svg,easy,7,Synthesize You,合成するミライ,16,367,170.0,135.0,-1.562714636673256,1.5565755065134503
380_easy.svg,easy,7,Stardust Medley,スターダストメドレー,16,372,170.0,143.0,-1.4722356462257298,1.5122240429630462
425_easy.svg,easy,7,Cool Me Down,Cool Me Down,16,405,174.0,149.0,-1.3081585163850054,1.647079215462204
323_easy.svg,easy,7,Good Weather,快晴,16,415,172.0,151.0,-1.348531245508831,1.5618071236076685
38_easy.svg,easy,8,BURIKI NO DANCE,ブリキノダンス,16,113,172.0,99.0,-2.068521199367564,1.8937028312721507
57_easy.svg,easy,8,Newly Edgy Idols,アイドル新鋭隊,16,153,176.0,106.0,-1.901250329938258,2.0284487577595063
575_easy.svg,easy,8,FUN!!,FUN!!,16,155,186.0,95.0,-1.5694019321428057,2.3952750067598885
68_easy.svg,easy,8,Dance Robot Dance,ダンスロボットダンス,16,157,190.0,102.0,-1.4884679756924648,2.5672806922161184
427_easy.svg,easy,8,"A Glimmer, 1/f fluctuation",幽光、1/fのゆらめき,16,165,193.0,91.0,-1.5321634050788506,2.7529245455538973
134_easy.svg,easy,8,Telecaster b boy,テレキャスタービーボーイ,16,169,182.0,98.0,-1.6802320683767522,2.241488134650091
524_easy.svg,easy,8,"Still, we never stop singing",それでも僕らは歌うことをやめない,16,171,182.0,98.0,-1.7424795887226465,2.2720037005531224
635_easy.svg,easy,8,,ありのままのストーリーを,16,178,181.0,108.0,-1.705696086574885,2.200856950027556
437_easy.svg,easy,8,"E? Ah,sou.",え？あぁ、そう。,16,189,192.0,110.0,-1.4684320760090117,2.6710299321036817
60_easy.svg,easy,8,Composing the Future,悔やむと書いてミライ,16,190,194.0,100.0,-1.5777518348948802,2.468733663560387
451_easy.svg,easy,8,Heat abnormal,熱異常,16,194,183.0,122.0,-1.587989906590471,2.2522546732150333
117_easy.svg,easy,8,ODDS&ENDS,ODDS＆ENDS,16,199,192.0,93.0,-1.4034633672492023,2.6366110536474086
192_easy.svg,easy,8,Waltz of the Deceased,去り人達のワルツ,16,200,178.0,99.0,-1.5857385762657439,1.9816454019849936
566_easy.svg,easy,8,,パンダヒーロー,16,204,190.0,100.0,-1.446399252222315,2.553105527055725
498_easy.svg,easy,8,,はしる! とおく! とどく!,16,206,182.0,108.0,-1.6013477250031456,2.2061140209919574
475_easy.svg,easy,8,We Are Different !!! (or Same),ちがう!!!,16,211,181.0,118.0,-1.5858338981831854,2.1422757093384655
347_easy.svg,easy,8,The Tailor of Enbizaka,円尾坂の仕立屋,16,216,180.0,120.0,-1.5581145750957124,2.077829051423318
595_easy.svg,easy,8,,エンヴィキャットウォーク,16,222,175.0,132.0,-1.738068435534018,1.895201623113754
494_easy.svg,easy,8,Poppin' Candy☆Fever!,ポッピンキャンディ☆フィーバー！,16,224,190.0,128.0,-1.4247713781591658,2.5472695672831454
428_easy.svg,easy,8,Tokimeki Jet Coaster,ときめきジェットコースター,16,228,180.0,125.0,-1.6224104827023031,2.1100952067612675
18_easy.svg,easy,8,Night Sky Patrol of Tomorrow,アスノヨゾラ哨戒班,16,229,185.0,128.0,-1.4571192663566377,2.298401734658277
120_easy.svg,easy,8,Do not go,いかないで,16,230,191.0,115.0,-1.3899723453907746,2.5825966179997084
173_easy.svg,easy,8,Pulse of the Meteor,流星のパルス,16,231,192.0,121.0,-1.3709344040372562,2.624822754545045
151_easy.svg,easy,8,The Bubble Future,泡沫未来,16,232,179.0,104.0,-1.537166070641378,2.0092447050738422
264_easy.svg,easy,8,Parasol Cider,パラソルサイダー,16,233,176.0,91.0,-1.6614585220894567,1.9152299519514675
113_easy.svg,easy,8,Rollin Girl,ローリンガール,16,235,195.0,121.0,-1.272369353068524,2.738617009869711
506_easy.svg,easy,8,QUEEN,QUEEN,16,239,170.0,143.0,-1.8066501094716374,1.6703589586659477
574_easy.svg,easy,8,SToRY,SToRY,16,246,192.0,97.0,-1.4182643973064124,2.6511056841439085
257_easy.svg,easy,8,SHOW OFF,てらてら,16,251,190.0,135.0,-1.298215055548857,2.4812352496688725
64_easy.svg,easy,8,Stella,ステラ,16,251,197.0,133.0,-1.2560762612114809,2.8373651471763552
178_easy.svg,easy,8,Theme of Niccori Survey Team,にっこり^^調査隊のテーマ,16,254,180.0,125.0,-1.4646275583091868,2.0344026971340154
93_easy.svg,easy,8,Aoku Kakero!,青く駆けろ！,16,255,190.0,121.0,-1.4241716905203758,2.5460919513413516
374_easy.svg,easy,8,Teammates,チームメイト,16,255,180.0,112.0,-1.562815239338829,2.0778663142899974
665_easy.svg,easy,8,,ロケットサイダー,16,258,198.0,132.0,-0.9957853198729855,2.755699095460006
165_easy.svg,easy,8,Soudatta!!,そうだった！！,16,258,192.0,127.0,-1.2565499369395368,2.5731578622127627
259_easy.svg,easy,8,the WALL,the WALL,16,259,183.0,111.0,-1.3880289131711194,2.155986672452064
240_easy.svg,easy,8,Dance orchestra,踊れオーケストラ,16,260,180.0,109.0,-1.4681687272278285,2.0358601598350994
569_easy.svg,easy,8,,シークレット・シーカー,16,262,180.0,114.0,-1.5534040342754782,2.0805773399810086
234_easy.svg,easy,8,Tokugawa Cupnoodle Prohibition,徳川カップヌードル禁止令,16,264,178.0,127.0,-1.5505687989360928,1.973130741037662
204_easy.svg,easy,8,Usseewa,うっせぇわ,16,269,178.0,136.0,-1.5419470754773263,1.9686775732302801
346_easy.svg,easy,8,"Ah, It's a Wonderful Cat Life",嗚呼、素晴らしきニャン生,16,271,194.0,150.0,-1.266923274169827,2.685189256588805
531_easy.svg,easy,8,Mesmerizer,メズマライザー,16,271,185.0,126.0,-1.221222132525531,2.1761346929575702
605_easy.svg,easy,8,,Sympathy,16,272,184.0,97.0,-1.418591448464514,2.224618273176499
496_easy.svg,easy,8,Silver Collector,シルバーコレクター,16,275,180.0,132.0,-1.4444228556624186,2.025864692047475
307_easy.svg,easy,8,OKOCHAMA SENSO,おこちゃま戦争,16,276,175.0,146.0,-1.520559493295458,1.797480592937511
159_easy.svg,easy,8,STAGE OF SEKAI,STAGE OF SEKAI,16,278,190.0,121.0,-1.261859038178691,2.4688238046308393
78_easy.svg,easy,8,Your Adventure Log Has Vanished!,ぼうけんのしょがきえました！,16,278,176.0,110.0,-1.6959153819668693,1.9381325131616691
549_easy.svg,easy,8,BAKENOHANA,化けの花,16,282,180.0,118.0,-1.5521769600845967,2.082351164193859
591_easy.svg,easy,8,,吉原ラメント 再来盤,16,282,192.0,136.0,-1.2635624987949783,2.578399730324082
359_easy.svg,easy,8,Namo Naki Kakumei,名も無き革命,16,284,185.0,122.0,-1.355206395546008,2.249915514571117
606_easy.svg,easy,8,,スーサイドパレヱド,16,284,176.0,115.0,-1.4653430347323446,1.8202243866586365
482_easy.svg,easy,8,Dameningenda!,だめにんげんだ!,16,285,179.0,122.0,-1.4912007410093995,1.9963280742068634
474_easy.svg,easy,8,KILLER,キラー,16,286,196.0,98.0,-1.1083736983872907,2.713368149741628
562_easy.svg,easy,8,,アンヘル,16,291,184.0,125.0,-1.467474399796714,2.253307263456735
416_easy.svg,easy,8,limbo,limbo,16,295,199.0,102.0,-1.0708733020427252,2.8567032524195577
502_easy.svg,easy,8,"Help me, ERINNNNNN!!","Help me, ERINNNNNN!!",16,295,185.0,145.0,-1.330368668887743,2.239518273531851
555_easy.svg,easy,8,Fusion,フュージョン,16,297,188.0,124.0,-1.3017860044796379,2.3851984366048242
420_easy.svg,easy,8,imaginary love story,imaginary love story,16,297,175.0,128.0,-1.5390570004977906,1.8080381768509408
154_easy.svg,easy,8,Chikyuu Saigo no Kokuhaku wo,地球最後の告白を,16,298,165.0,128.0,-1.8159879370609573,1.4112268549126532
167_easy.svg,easy,8,Alter Ego,オルターエゴ,16,301,176.0,152.0,-1.4386562597244155,1.8137613052686574
267_easy.svg,easy,8,Kashika,仮死化,16,304,184.0,132.0,-1.4258001322256262,2.232905947256886
468_easy.svg,easy,8,Teenager's Heartbeat,十六歳の心臓,16,308,190.0,136.0,-1.2808273018887713,2.4842526411686983
677_easy.svg,easy,8,,アベリア,16,310,183.0,120.0,-1.1164062502146,2.023222975855197
413_easy.svg,easy,8,Lose The Princess,さよならプリンセス,16,311,195.0,119.0,-1.0795596197682147,2.646423191447332
378_easy.svg,easy,8,SlowDowner,スロウダウナー,16,313,194.0,143.0,-1.1571412857749694,2.6332054436754695
298_easy.svg,easy,8,ONLINE GAME ADDICTS SPRECHCHOR,ネトゲ廃人シュプレヒコール,16,315,175.0,148.0,-1.4766506147625447,1.7822877417862568
299_easy.svg,easy,8,EGOIST,エゴイスト,16,316,180.0,147.0,-1.4270069575505537,2.0233228212343173
357_easy.svg,easy,8,Blue Planet,ブループラネット,16,320,186.0,136.0,-1.2735693312226086,2.2682720779650016
541_easy.svg,easy,8,Main Character,メインキャラクター,16,322,192.0,115.0,-1.1366922906324108,2.5131631339667395
195_easy.svg,easy,8,PaⅢ.SENSATION,PaⅢ.SENSATION,16,323,180.0,133.0,-1.2617720378206543,1.937398632737549
366_easy.svg,easy,8,NEO,NEO,16,326,190.0,126.0,-1.2664475207254577,2.478392885686002
157_easy.svg,easy,8,Marshmary,マシュマリー,16,328,182.0,133.0,-1.3658547360850832,2.0973703578044165
489_easy.svg,easy,8,hot wind,熱風,16,329,192.0,112.0,-1.1234450098440318,2.5064849543923255
637_easy.svg,easy,8,,笑えたらえーやん！,16,332,174.0,124.0,-1.5535587056602898,1.7641770551082203
414_easy.svg,easy,8,HERO,HERO,16,339,190.0,122.0,-0.9315799937177451,2.3052458765979975
284_easy.svg,easy,8,Invisible,インビジブル,16,339,192.0,144.0,-1.1573666380538918,2.5323136577816823
271_easy.svg,easy,8,AttaKAITO,あったかいと,16,351,178.0,148.0,-1.210383195306074,1.8045959487407681
424_easy.svg,easy,8,Integral,インテグラル,16,351,192.0,117.0,-1.1940656525073623,2.5461592019355734
534_easy.svg,easy,8,,ワールド・ランプシェード [reunion],16,356,193.0,129.0,-1.0527114606991288,2.526574474302102
608_easy.svg,easy,8,,星宙メランコリア,16,356,196.0,123.0,-1.0255505447234765,2.682114584497282
365_easy.svg,easy,8,Love is War,恋は戦争,16,358,175.0,143.0,-1.3244085216680235,1.7020558975032472
236_easy.svg,easy,8,Voices,Voices,16,358,190.0,124.0,-1.0525536770995882,2.367647456730311
310_easy.svg,easy,8,Flyway,Flyway,16,361,190.0,129.0,-1.1554916080663005,2.4223282726811552
345_easy.svg,easy,8,Engeki,演劇,16,364,176.0,125.0,-1.5810428518537218,1.88843906242347
663_easy.svg,easy,8,,ヴィーナス,16,377,192.0,133.0,-1.0593564968905855,2.479918229178043
622_easy.svg,easy,8,,超ナイト・オブ・ナイツ,16,383,193.0,131.0,-0.969049992810161,2.4951689235450036
254_easy.svg,easy,8,Incomplete Anthem,未完成讃歌,16,391,188.0,156.0,-1.108021740397669,2.295929124837625
647_easy.svg,easy,8,,SAN値直葬,16,393,168.0,149.0,-1.4705510131019657,1.4190313068394889
321_easy.svg,easy,8,Attract Light,アトラクトライト,16,396,196.0,145.0,-0.7949049347978258,2.562553955296853
552_easy.svg,easy,8,M@GICAL☆CURE! LOVE ♥ SHOT!,M@GICAL☆CURE! LOVE ♥ SHOT!,16,396,192.0,129.0,-1.0648437932727641,2.4916313054477746
364_easy.svg,easy,8,Eternal Aria,エターナルアリア,16,397,184.0,139.0,-1.0482338605209953,2.046569972678109
472_easy.svg,easy,8,SEIBAIITAAAAASU!,成敗いたAAAAAす！,16,402,180.0,133.0,-0.9613247203972664,1.794720835787227
373_easy.svg,easy,8,Retainer Supplanting His Lord,下剋上,16,407,185.0,155.0,-1.106763676091885,2.141227457025284
327_easy.svg,easy,8,SnowMix♪,SnowMix♪,16,413,185.0,158.0,-1.0920450169124516,2.1350078473427363
439_easy.svg,easy,8,KLY,一千光年,16,414,192.0,116.0,-1.1349025165313837,2.5258333341834476
230_easy.svg,easy,8,Salamander,サラマンダー,16,419,172.0,157.0,-1.3468865702866568,1.5678685627465023
283_easy.svg,easy,8,Rainy Snowdrop,レイニースノードロップ,16,422,192.0,151.0,-0.8907934390437109,2.3982145318928447
285_easy.svg,easy,8,ÅMARA(The Great Intelligence),ÅMARA(大未来電脳),16,429,170.5,154.0,-1.2589625095912924,1.0899761886169004
22_easy.svg,easy,9,Hated by Life,命に嫌われている,16,120,200.0,99.0,-1.446903243205471,3.078508384614675
3_easy.svg,easy,9,Teo,テオ,16,135,185.0,116.0,-1.7241868911360088,2.4175158903252396
85_easy.svg,easy,9,Leia - Remind,Leia - Remind,16,183,190.0,130.0,-1.5939865544222769,2.6242821007448986
6_easy.svg,easy,9,HIBANA -Reloaded-,ヒバナ -Reloaded-,16,198,200.0,95.0,-1.269128491814492,2.9994086362204992
624_easy.svg,easy,9,,チルノのパーフェクトさんすう学園,16,199,179.0,127.0,-1.681722684733011,2.0863795656851263
278_easy.svg,easy,9,Bad ∞ End ∞ Night,Bad ∞ End ∞ Night,16,211,168.0,118.0,-1.8141114831852916,1.5647951225865548
112_easy.svg,easy,9,Angel's Clover,天使のクローバー,16,212,193.0,118.0,-1.3820606936759574,2.6842422309390597
46_easy.svg,easy,9,Greenlights Serenade,グリーンライツ・セレナーデ,16,237,200.0,125.0,-1.1308109361845442,2.93215703741906
99_easy.svg,easy,9,MORE! JUMP! MORE!,モア！ジャンプ！モア！,16,243,202.0,123.0,-1.0601697768787919,3.0064259173319305
210_easy.svg,easy,9,Rain and Petra,雨とペトラ,16,260,195.0,125.0,-1.2239927264654482,2.7150844119525974
248_easy.svg,easy,9,bug,バグ,16,261,186.0,128.0,-1.3421361004855994,2.3002049779522458
182_easy.svg,easy,9,Flyer!,Flyer!,16,261,188.0,123.0,-1.3024464774242848,2.3839843139443824
623_easy.svg,easy,9,,とうほう☆ワンダーランド,16,265,200.0,112.0,-1.0584251704821221,2.9000236320345247
587_easy.svg,easy,9,,ルルブ,16,271,200.0,125.0,-1.0412843044123103,2.894191447927853
135_easy.svg,easy,9,Six Trillion Years and Overnight Story,六兆年と一夜物語,16,283,186.0,123.0,-1.2866301943115699,2.266295746625563
103_easy.svg,easy,9,NIJIIRO STORIES,ニジイロストーリーズ,16,284,172.5,121.0,-1.557988754314277,1.650298902742533
581_easy.svg,easy,9,,厨病激発ボーイ,16,284,185.0,131.0,-1.4268236144639592,2.2848582255359307
410_easy.svg,easy,9,Marshall Maximizer,マーシャル・マキシマイザー,16,296,190.0,95.0,-1.1501238955423754,2.4142486208194422
128_easy.svg,easy,9,Brand New Day,Brand New Day,16,300,185.0,131.0,-1.3039891952803708,2.2268323085353674
450_easy.svg,easy,9,Opera! Space Opera!,オペラ！スペースオペラ！,16,303,198.0,126.0,-0.9846608932200923,2.7624759213332486
282_easy.svg,easy,9,Hoshizora Orchestra,星空オーケストラ,16,314,200.0,124.0,-1.008797672918839,2.881688168206506
303_easy.svg,easy,9,Rin-chan Now!,リンちゃんなう！,16,323,200.0,148.0,-0.9616160660363025,2.8617422214349766
447_easy.svg,easy,9,folern,folern,16,329,200.0,141.0,-1.0479992534302052,2.9026778624509224
331_easy.svg,easy,9,39,39,16,339,175.0,143.0,-1.5114596450431796,1.7988711855113304
175_easy.svg,easy,9,Haikei Doppelganger,拝啓ドッペルゲンガー,16,355,181.0,155.0,-1.3285885021719555,2.0290367232173994
